更新时间,#genre#
劲爆体育,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972$订阅源
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty$订阅源|1920x1080
超级体育,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000009601$订阅源
超级体育,http://112.102.217.173:9003//hls/86/index.m3u8$订阅源
超级体育,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$订阅源|IPv6
精品体育,http://112.102.217.173:9003//hls/89/index.m3u8$订阅源
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$订阅源|IPv6
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8$订阅源|1920x1080
山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8$订阅源
山东体育,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8$订阅源
山东体育,http://fangke.blueswords.com:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd$订阅源
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8$订阅源
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv$订阅源
睛彩篮球,http://[2409:8087:1a01:df::4055]:80/TVOD/88888888/224/3221225901/main.m3u8$订阅源|IPv6
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8$订阅源
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq$订阅源|1920x1080
魅力足球,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207$订阅源
天元围棋,http://122.9.151.210:2669/rtp/238.255.2.7:5999$组播源
天元围棋,http://122.9.151.210:8088/rtp/238.255.2.7:5999$组播源
天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8$订阅源|1920x1080
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
快乐垂钓,http://220.249.114.102:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
快乐垂钓,http://60.164.128.167:8029/rtp/239.255.29.26:8231$组播源|1920x1080
快乐垂钓,http://220.249.114.102:9901/tsfile/live/1021_1.m3u8$订阅源
快乐垂钓,http://39.98.201.151:9090/udp/225.1.8.71:8002$订阅源
快乐垂钓,http://223.166.234.149:7777/tsfile/live/1048_1.m3u8$订阅源
JJ斗地主,http://live.iill.top/bilibili.php?id=22021983$订阅源
JJ斗地主,https://live.iill.top/bilibili/22021983$订阅源
JJ斗地主,http://live.iill.top/douyu.php?id=488743$订阅源

🪁动画频道,#genre#
动漫秀场,http://139.196.151.191:6664/rtp/239.45.3.134:5140$组播源
动漫秀场,http://122.9.151.210:8088/rtp/238.255.2.196:5999$组播源
动漫秀场,http://139.196.151.191:3970/rtp/239.45.3.134:5140$组播源
动漫秀场,http://223.166.234.114:7777/tsfile/live/1052_1.m3u8$订阅源
动漫秀场,http://223.166.234.149:7777/tsfile/live/1052_1.m3u8$订阅源
动漫秀场,http://nas.hssvm.com:8888/udp/225.1.1.134:5002$订阅源|1920x1080
新动漫,http://nas.hssvm.com:8888/udp/225.1.1.216:5002$订阅源|1920x1080
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts$订阅源|1920x1080
优漫卡通,http://42.48.50.232:9002/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
优漫卡通,http://122.9.151.210:8088/rtp/238.255.2.57:5999$组播源
优漫卡通,http://122.9.151.210:4418/rtp/238.255.2.57:5999$组播源
优漫卡通,http://122.9.151.210:5987/rtp/238.255.2.57:5999$组播源
优漫卡通,http://221.213.69.82:9901/tsfile/live/1003_1.m3u8$订阅源
优漫卡通,http://hsv4dcdn.qnqcdn.net/gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_YOUMAN/G_YOUMAN.m3u8?p=GITV&area=GD_CUCC&$订阅源
优漫卡通,http://42.48.50.232:9002/tsfile/live/1006_1.m3u8$订阅源
金鹰卡通,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
金鹰卡通,http://183.94.146.109:2222/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
金鹰卡通,http://220.249.114.102:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
金鹰卡通,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8$订阅源
金鹰卡通,http://58.48.37.158:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://115.48.60.12:9901/tsfile/live/1019_1.m3u8$订阅源
金鹰卡通,http://39.98.201.151:9090/udp/225.1.8.163:9252$订阅源
金鹰卡通,http://fangke.blueswords.com:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑莓动画,http://112.102.217.173:9003//hls/100/index.m3u8$订阅源
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$订阅源|IPv6
黑莓动画,http://[2409:8087:1a01:df::4007]:80/TVOD/88888888/224/3221225529/main.m3u8$订阅源|IPv6
炫动卡通,http://nas.hssvm.com:8888/udp/225.1.1.62:5002$订阅源|1920x1080
炫动卡通,http://112.102.217.173:9003//hls/72/index.m3u8$订阅源
24H国漫热播,https://lunbo.freetv.top/yy/1353937086$订阅源|1920x1080
浙江少儿,http://120.55.49.231:7320/rtp/233.50.201.138:5140$组播源
浙江少儿,http://120.55.49.231:3543/rtp/233.50.201.138:5140$组播源
浙江少儿,http://120.55.49.231:2693/rtp/233.50.201.138:5140$组播源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$订阅源|1920x1080
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源|1920x1080
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源|1920x1080
七龙珠,http://111.67.193.2:35455/huya/11601966$订阅源
七龙珠,https://live.iill.top/huya/11601966$订阅源
七龙珠,https://live.iill.top/huya/25650806$订阅源
火影忍者,http://live.iill.top/douyu.php?id=1997723$订阅源
火影忍者,https://live.iill.top/douyu/1997723$订阅源
海绵宝宝,http://159.75.85.63:35455/huya/11352919?cdn=hwcdn$订阅源
海绵宝宝,http://159.75.85.63:35455/huya/11352919?cdn=hscdn$订阅源
海绵宝宝,http://111.67.193.2:35455/huya/11352919$订阅源
中华小当家,https://live.iill.top/huya/11342413$订阅源
中华小当家,http://live.iill.top/huya.php?id=11342413$订阅源
中华小当家,http://111.67.193.2:35455/huya/11342413$订阅源
猫和老鼠,https://live.iill.top/huya/11352879$订阅源
猫和老鼠,http://live.iill.top/huya.php?id=11352879$订阅源
猫和老鼠,http://111.67.193.2:35455/huya/11352879$订阅源
蜡笔小新,http://111.67.193.2:35455/huya/11352970$订阅源
漫画解说,http://live.nctv.top/6688/yy.php?id=1382735568$订阅源

🎮游戏频道,#genre#
游戏风云,http://223.166.234.149:7777/tsfile/live/1050_1.m3u8$订阅源
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy$订阅源|1920x1080
游戏风云,http://nas.hssvm.com:8888/udp/225.1.1.135:5002$订阅源|1920x1080

🎵音乐频道,#genre#
CCTV-15,http://42.48.50.232:9002/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
CCTV-15,http://183.94.146.109:2222/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
CCTV-15,http://59.173.183.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
CCTV-15,http://220.249.114.102:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
CCTV-15,http://60.164.128.167:8029/rtp/239.255.30.68:8231$组播源|1920x1080
CCTV-15,http://122.9.151.210:8088/rtp/238.255.2.18:5999$组播源
CCTV-15,http://122.9.151.210:2669/rtp/238.255.2.18:5999$组播源
CCTV-15,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8$订阅源
CCTV-15,http://110.52.244.53:9003//hls/16/index.m3u8$订阅源
CCTV-15,http://59.48.75.130:3052/tsfile/live/0015_1.m3u8$订阅源
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8$订阅源

🏛经典剧场,#genre#
笑傲江湖,http://43.136.119.99/yy.php?id=1354282410$订阅源|1920x1080
笑傲江湖,http://111.67.193.2:35455/yy/1354930909$订阅源
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8$订阅源
天龙八部,https://lunbo.freetv.top/yy/1351814644$订阅源|1920x1080
天龙八部,http://11.xmyxc.cn/api/php/yy.php?id=1351814644$订阅源|1920x1080
天龙八部,http://111.67.193.2:35455/yy/1351814644$订阅源
鹿鼎记,https://lunbo.freetv.top/yy/1354658049$订阅源|1920x1080
鹿鼎记,http://111.67.193.2:35455/yy/28265277$订阅源
鹿鼎记,https://lunbo.freetv.top/yy/28265277$订阅源|1920x1080
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903$订阅源|1920x1080
仙剑奇侠传,http://111.67.193.2:35455/yy/1382749903$订阅源
三国演义,https://lunbo.freetv.top/yy/1354930932$订阅源|1920x1080
三国演义,http://111.67.193.2:35455/yy/1354930932$订阅源
新白娘子传奇,https://lunbo.freetv.top/yy/1354930969$订阅源|1920x1080
新白娘子传奇,http://11.xmyxc.cn/api/php/yy.php?id=634132$订阅源|1920x1080
新白娘子传奇,http://11.xmyxc.cn/api/php/yy.php?id=1354490667$订阅源|1920x1080
济公游记,http://11.xmyxc.cn/api/php/yy.php?id=1355265814$订阅源|1920x1080
封神榜,https://lunbo.freetv.top/yy/1353426319$订阅源|1920x1080
上海滩,http://11.xmyxc.cn/api/php/yy.php?id=1382745184$订阅源|1920x1080
